"industry","topic","post_covid_score","name","description"
"Consumer Products","Supportive culture",1.485536045,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Strategy",-0.897165943,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Leadership",1.069908785,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Innovation",NA,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Open to feedback",0.614259352,"Kimberly-Clark","Maker of personal care and hygiene products"
"Consumer Products","Agility",-2.192648235,"Kimberly-Clark","Maker of personal care and hygiene products"
"General Retail","Work-life balance",0.878129248,"Kmart","Discount department store chain"
"General Retail","Transparency",NA,"Kmart","Discount department store chain"
"General Retail","Toxic culture",1.804772937,"Kmart","Discount department store chain"
"General Retail","Supportive culture",-0.008959671,"Kmart","Discount department store chain"
"General Retail","Strategy",NA,"Kmart","Discount department store chain"
"General Retail","Leadership",0.934769379,"Kmart","Discount department store chain"
"General Retail","Innovation",NA,"Kmart","Discount department store chain"
"General Retail","Open to feedback",NA,"Kmart","Discount department store chain"
"General Retail","Agility",NA,"Kmart","Discount department store chain"
"Supply Chain & Logistics","Work-life balance",0.112487535,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Transparency",NA,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Toxic culture",1.047656496,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Supportive culture",-0.093510505,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Strategy",NA,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Leadership",1.300528679,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Innovation",NA,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Open to feedback",NA,"Knight-Swift","Truckload transportation and logistics"
"Supply Chain & Logistics","Agility",NA,"Knight-Swift","Truckload transportation and logistics"
"General Retail","Work-life balance",1.296350742,"Kohl's","American department store chain"
"General Retail","Transparency",NA,"Kohl's","American department store chain"
"General Retail","Toxic culture",0.583621404,"Kohl's","American department store chain"
"General Retail","Supportive culture",1.093760419,"Kohl's","American department store chain"
"General Retail","Strategy",NA,"Kohl's","American department store chain"
"General Retail","Leadership",0.869599417,"Kohl's","American department store chain"
"General Retail","Innovation",NA,"Kohl's","American department store chain"
"General Retail","Open to feedback",NA,"Kohl's","American department store chain"
"General Retail","Agility",NA,"Kohl's","American department store chain"
"Business Consulting","Work-life balance",1.025936913,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Transparency",-2.508967396,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Toxic culture",-1.081548859,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Supportive culture",-1.888933332,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Strategy",-0.407096752,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Leadership",-0.188338873,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Innovation",NA,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Open to feedback",-0.920598037,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Agility",-1.411811893,"Korn Ferry","Consulting and recruiting"
"Business Consulting","Work-life balance",-0.463234853,"KPMG","Global accounting and professional services firm"
"Business Consulting","Transparency",0.630801635,"KPMG","Global accounting and professional services firm"
"Business Consulting","Toxic culture",0.60934676,"KPMG","Global accounting and professional services firm"
"Business Consulting","Supportive culture",-0.083040039,"KPMG","Global accounting and professional services firm"
"Business Consulting","Strategy",0.533104889,"KPMG","Global accounting and professional services firm"
"Business Consulting","Leadership",0.304018118,"KPMG","Global accounting and professional services firm"
"Business Consulting","Innovation",NA,"KPMG","Global accounting and professional services firm"
"Business Consulting","Open to feedback",0.430467767,"KPMG","Global accounting and professional services firm"
"Business Consulting","Agility",0.354004142,"KPMG","Global accounting and professional services firm"
"Consumer Products","Work-life balance",-0.630791496,"Kraft Heinz","Food and beverage company"
"Consumer Products","Transparency",-1.481440739,"Kraft Heinz","Food and beverage company"
"Consumer Products","Toxic culture",-0.945719412,"Kraft Heinz","Food and beverage company"
"Consumer Products","Supportive culture",-0.54622862,"Kraft Heinz","Food and beverage company"
"Consumer Products","Strategy",-1.718946843,"Kraft Heinz","Food and beverage company"
"Consumer Products","Leadership",-1.275180132,"Kraft Heinz","Food and beverage company"
"Consumer Products","Innovation",NA,"Kraft Heinz","Food and beverage company"
"Consumer Products","Open to feedback",-0.672033689,"Kraft Heinz","Food and beverage company"
"Consumer Products","Agility",-0.095069338,"Kraft Heinz","Food and beverage company"
"Grocery Stores","Work-life balance",0.294685205,"Kroger","American supermarket chain"
"Grocery Stores","Transparency",NA,"Kroger","American supermarket chain"
"Grocery Stores","Toxic culture",-0.241678066,"Kroger","American supermarket chain"
"Grocery Stores","Supportive culture",-1.123064117,"Kroger","American supermarket chain"
"Grocery Stores","Strategy",NA,"Kroger","American supermarket chain"
"Grocery Stores","Leadership",-1.004223199,"Kroger","American supermarket chain"
"Grocery Stores","Innovation",NA,"Kroger","American supermarket chain"
"Grocery Stores","Open to feedback",NA,"Kroger","American supermarket chain"
"Grocery Stores","Agility",NA,"Kroger","American supermarket chain"
"Grocery Stores","Work-life balance",-1.270782511,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Transparency",NA,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Toxic culture",0.328555682,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Supportive culture",1.361277247,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Strategy",NA,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Leadership",-0.345273681,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Innovation",NA,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Open to feedback",NA,"Kwik Trip","Midwestern chain of convenience stores"
"Grocery Stores","Agility",NA,"Kwik Trip","Midwestern chain of convenience stores"
"Software & IT Services","Work-life balance",0.360685759,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Transparency",-0.518465286,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Toxic culture",0.517236452,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Supportive culture",0.070671349,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Strategy",-0.955832676,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Leadership",-0.330737639,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Innovation",-0.747439473,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Open to feedback",-0.27574938,"Kyndryl","IT infrastructure services provider"
"Software & IT Services","Agility",-1.149323964,"Kyndryl","IT infrastructure services provider"
"Industrials","Work-life balance",0.81519758,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Transparency",0.45563214,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Toxic culture",-0.154281999,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Supportive culture",-0.189634137,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Strategy",0.564999963,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Leadership",0.192432537,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Innovation",0.071156999,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Open to feedback",-0.496580026,"L3Harris","Defence contractor specialising in aerospace systems"
"Industrials","Agility",0.20025954,"L3Harris","Defence contractor specialising in aerospace systems"
"Life Sciences & Biopharma","Work-life balance",-0.260916787,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Transparency",-0.67284835,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Toxic culture",-1.009040354,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Supportive culture",-1.609719797,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Strategy",1.007712525,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Leadership",-0.001051163,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Innovation",-0.674212192,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Open to feedback",-1.016983121,"Labcorp","Clinical laboratory and diagnostics company"
"Life Sciences & Biopharma","Agility",1.338078072,"Labcorp","Clinical laboratory and diagnostics company"
"Business Services","Work-life balance",1.425242668,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Transparency",1.329315445,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Toxic culture",0.212695733,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Supportive culture",-1.242046274,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Strategy",1.293027979,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Leadership",0.741006686,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Innovation",NA,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Open to feedback",0.405994488,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Business Services","Agility",0.978150513,"LanguageLine Solutions","Provider of on-demand interpretation services"
"Industrials","Work-life balance",0.718174641,"Leidos","Defence, aviation, and IT"
"Industrials","Transparency",1.190104109,"Leidos","Defence, aviation, and IT"
"Industrials","Toxic culture",0.963430617,"Leidos","Defence, aviation, and IT"
"Industrials","Supportive culture",0.292148787,"Leidos","Defence, aviation, and IT"
"Industrials","Strategy",0.759550406,"Leidos","Defence, aviation, and IT"
"Industrials","Leadership",1.264570253,"Leidos","Defence, aviation, and IT"
"Industrials","Innovation",-0.056623754,"Leidos","Defence, aviation, and IT"
"Industrials","Open to feedback",0.592153099,"Leidos","Defence, aviation, and IT"
"Industrials","Agility",0.889491984,"Leidos","Defence, aviation, and IT"
"Specialty Retail & Apparel","Work-life balance",-1.003880785,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Transparency",NA,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Toxic culture",0.073205398,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Supportive culture",-0.974033676,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Strategy",NA,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Leadership",-0.494502149,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Innovation",NA,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Open to feedback",NA,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Specialty Retail & Apparel","Agility",NA,"LensCrafters","Retailer of prescription eyewear and sunglasses"
"Industrials","Work-life balance",1.206937185,"Leonardo","Italian aerospace and defence group"
"Industrials","Transparency",-0.919986189,"Leonardo","Italian aerospace and defence group"
